question_id,content,canonical_question,starter_answer,category,subcategory,response_type,item_type,language,evidence_reference,source_files,source_sections,readiness_status,metadata_json
QB-0390,"Category: Identity & Access Management. Subcategory: User & Privileged Access. Question: Is there any process for the deactivation of the accounts? Answer: Yes, a structured process is in place for user account deactivation, including a formal request system and permanent deletion within one month of termination",Is there any process for the deactivation of the accounts?,"Yes, a structured process is in place for user account deactivation, including a formal request system and permanent deletion within one month of termination",Identity & Access Management,User & Privileged Access,yes_no,question,en,bbAccess Right Management Standard 20240112.pdf - Section: Account Deactivation Process (Page 4),Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Extracted Q&A; Identity and Access Management,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Identity & Access Management"", ""subcategory"": ""User & Privileged Access"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Extracted Q&A; Identity and Access Management"", ""evidence_reference"": ""bbAccess Right Management Standard 20240112.pdf - Section: Account Deactivation Process (Page 4)""}"
QB-0391,"Category: Identity & Access Management. Subcategory: User & Privileged Access. Question: Is there is any process defined for the management of the accounts and their authorizations? Answer: Yes, User Access Management is structured and involves request approvals, access reviews, and role-based access controls (RBAC). Account creation and modification require validation from management",Is there is any process defined for the management of the accounts and their authorizations?,"Yes, User Access Management is structured and involves request approvals, access reviews, and role-based access controls (RBAC). Account creation and modification require validation from management",Identity & Access Management,User & Privileged Access,yes_no,question,en,bbAccess Right Management Standard 20240112.pdf - Section: User Management Process (Page 3),Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Extracted Q&A; Identity and Access Management,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Identity & Access Management"", ""subcategory"": ""User & Privileged Access"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Extracted Q&A; Identity and Access Management"", ""evidence_reference"": ""bbAccess Right Management Standard 20240112.pdf - Section: User Management Process (Page 3)""}"
QB-0401,Category: Identity & Access Management. Subcategory: User & Privileged Access. Question: Regular review of Business accounts every 6 months Answer: Every 6 months,Regular review of Business accounts every 6 months,Every 6 months,Identity & Access Management,User & Privileged Access,mixed,question,en,"Email with account management log screenshot. Third-party procedure. Documentation of the IT access review, identified anomalies, and defined action plan.",Annexe 4_FR_Security_Review_Questionnaire.xlsm,Access management,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Identity & Access Management"", ""subcategory"": ""User & Privileged Access"", ""response_type"": ""mixed"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Annexe 4_FR_Security_Review_Questionnaire.xlsm"", ""source_sections"": ""Access management"", ""evidence_reference"": ""Email with account management log screenshot. Third-party procedure. Documentation of the IT access review, identified anomalies, and defined action plan.""}"
QB-0402,Category: Identity & Access Management. Subcategory: User & Privileged Access. Question: Regular review of IT accounts every 6 months Answer: Every 6 months,Regular review of IT accounts every 6 months,Every 6 months,Identity & Access Management,User & Privileged Access,mixed,question,en,"Email with account management log screenshot. Third-party procedure. Documentation of the IT access review, identified anomalies, and defined action plan.",Annexe 4_FR_Security_Review_Questionnaire.xlsm,Access management,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Identity & Access Management"", ""subcategory"": ""User & Privileged Access"", ""response_type"": ""mixed"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Annexe 4_FR_Security_Review_Questionnaire.xlsm"", ""source_sections"": ""Access management"", ""evidence_reference"": ""Email with account management log screenshot. Third-party procedure. Documentation of the IT access review, identified anomalies, and defined action plan.""}"
QB-0439,"Category: Logging, Monitoring & Detection. Subcategory: Logging & Monitoring. Question: Are all access attempts, accesses, and access requests to applications and resources traced, stored, and backed up? Answer: Traced & Stored & Back-up","Are all access attempts, accesses, and access requests to applications and resources traced, stored, and backed up?",Traced & Stored & Back-up,"Logging, Monitoring & Detection",Logging & Monitoring,yes_no,question,en,"Screenshot showing enabled application logs for personal data access/modification, and the last 6 months of access/modification logs.",Annexe 4_FR_Security_Review_Questionnaire.xlsm,Security Monitoring,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Logging, Monitoring & Detection"", ""subcategory"": ""Logging & Monitoring"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Annexe 4_FR_Security_Review_Questionnaire.xlsm"", ""source_sections"": ""Security Monitoring"", ""evidence_reference"": ""Screenshot showing enabled application logs for personal data access/modification, and the last 6 months of access/modification logs.""}"
QB-0446,"Category: Logging, Monitoring & Detection. Subcategory: Logging & Monitoring. Question: Are the logs centralized? Answer: Yes, all logs are centrally stored and monitored for security and compliance purposes",Are the logs centralized?,"Yes, all logs are centrally stored and monitored for security and compliance purposes","Logging, Monitoring & Detection",Logging & Monitoring,yes_no,question,en,bbInformation Security Standard 2024-02-23.pdf - Section: Centralized Logging (Page 19),Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Extracted Q&A; Logging and monitoring,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Logging, Monitoring & Detection"", ""subcategory"": ""Logging & Monitoring"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Extracted Q&A; Logging and monitoring"", ""evidence_reference"": ""bbInformation Security Standard 2024-02-23.pdf - Section: Centralized Logging (Page 19)""}"
QB-0447,"Category: Logging, Monitoring & Detection. Subcategory: Logging & Monitoring. Question: Are the logs containing Sensitive Data? Answer: No, logs must not contain sensitive data",Are the logs containing Sensitive Data?,"No, logs must not contain sensitive data","Logging, Monitoring & Detection",Logging & Monitoring,yes_no,question,en,[24:4] bbInformation Security Standard 2024-02-23.pdf,Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Software Development Lifecycle,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Logging, Monitoring & Detection"", ""subcategory"": ""Logging & Monitoring"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Software Development Lifecycle"", ""evidence_reference"": ""[24:4] bbInformation Security Standard 2024-02-23.pdf""}"
QB-0448,"Category: Logging, Monitoring & Detection. Subcategory: Logging & Monitoring. Question: Are the logs protected to any unauthorized access and tampering? Answer: Yes, access controls and integrity checks are applied",Are the logs protected to any unauthorized access and tampering?,"Yes, access controls and integrity checks are applied","Logging, Monitoring & Detection",Logging & Monitoring,yes_no,question,en,[24:4] bbInformation Security Standard 2024-02-23.pdf,Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Logging and monitoring,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Logging, Monitoring & Detection"", ""subcategory"": ""Logging & Monitoring"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Logging and monitoring"", ""evidence_reference"": ""[24:4] bbInformation Security Standard 2024-02-23.pdf""}"
QB-0449,"Category: Logging, Monitoring & Detection. Subcategory: Logging & Monitoring. Question: Are the logs stored outside the application? Answer: Yes, logs are stored in a separate system to prevent tampering",Are the logs stored outside the application?,"Yes, logs are stored in a separate system to prevent tampering","Logging, Monitoring & Detection",Logging & Monitoring,yes_no,question,en,[24:4] bbInformation Security Standard 2024-02-23.pdf,Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Logging and monitoring,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Logging, Monitoring & Detection"", ""subcategory"": ""Logging & Monitoring"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Logging and monitoring"", ""evidence_reference"": ""[24:4] bbInformation Security Standard 2024-02-23.pdf""}"
QB-0451,"Category: Logging, Monitoring & Detection. Subcategory: Logging & Monitoring. Question: Are the sensitive activities logged? Answer: Yes, sensitive activities are logged, and logs are protected from unauthorized modifications",Are the sensitive activities logged?,"Yes, sensitive activities are logged, and logs are protected from unauthorized modifications","Logging, Monitoring & Detection",Logging & Monitoring,yes_no,question,en,bbInformation Security Standard 2024-02-23.pdf - Section: Logging and Monitoring (Page 19),Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Extracted Q&A; Logging and monitoring,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Logging, Monitoring & Detection"", ""subcategory"": ""Logging & Monitoring"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Extracted Q&A; Logging and monitoring"", ""evidence_reference"": ""bbInformation Security Standard 2024-02-23.pdf - Section: Logging and Monitoring (Page 19)""}"
QB-0477,"Category: Logging, Monitoring & Detection. Subcategory: Logging & Monitoring. Question: Is access to the application restricted? Answer: Yes, access to applications is strictly restricted to authorized users, enforced by authentication mechanisms",Is access to the application restricted?,"Yes, access to applications is strictly restricted to authorized users, enforced by authentication mechanisms","Logging, Monitoring & Detection",Logging & Monitoring,yes_no,question,en,bbTradedoubler TOM June 2024.pdf - Section: Access Control (Page 4),Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Logging and monitoring,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Logging, Monitoring & Detection"", ""subcategory"": ""Logging & Monitoring"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Logging and monitoring"", ""evidence_reference"": ""bbTradedoubler TOM June 2024.pdf - Section: Access Control (Page 4)""}"
QB-0479,"Category: Logging, Monitoring & Detection. Subcategory: Logging & Monitoring. Question: Is the access to the database of the application and the technical platform logged? Answer: Yes, all database accesses are logged",Is the access to the database of the application and the technical platform logged?,"Yes, all database accesses are logged","Logging, Monitoring & Detection",Logging & Monitoring,yes_no,question,en,[24:4] bbInformation Security Standard 2024-02-23.pdf,Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Logging and monitoring,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Logging, Monitoring & Detection"", ""subcategory"": ""Logging & Monitoring"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Logging and monitoring"", ""evidence_reference"": ""[24:4] bbInformation Security Standard 2024-02-23.pdf""}"
QB-0497,"Category: Network & Communications Security. Subcategory: Network Controls. Question: Is access to the application restricted? Answer: Yes, access to applications is strictly restricted to authorized users, enforced by authentication mechanisms",Is access to the application restricted?,"Yes, access to applications is strictly restricted to authorized users, enforced by authentication mechanisms",Network & Communications Security,Network Controls,yes_no,question,en,bbTradedoubler TOM June 2024.pdf - Section: Access Control (Page 4),Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Extracted Q&A,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Network & Communications Security"", ""subcategory"": ""Network Controls"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Extracted Q&A"", ""evidence_reference"": ""bbTradedoubler TOM June 2024.pdf - Section: Access Control (Page 4)""}"
QB-0499,"Category: Network & Communications Security. Subcategory: Network Controls. Question: Is the application Protected with WAF? Answer: Yes, a Web Application Firewall (WAF) is in place",Is the application Protected with WAF?,"Yes, a Web Application Firewall (WAF) is in place",Network & Communications Security,Network Controls,yes_no,question,en,[24:1] bbTradedoubler TOM June 2024.pdf,Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Infrastructure Security,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Network & Communications Security"", ""subcategory"": ""Network Controls"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Infrastructure Security"", ""evidence_reference"": ""[24:1] bbTradedoubler TOM June 2024.pdf""}"
QB-0501,"Category: Network & Communications Security. Subcategory: Network Controls. Question: Is the application protected against DDOS? Answer: Yes, DDoS protection mechanisms are implemented",Is the application protected against DDOS?,"Yes, DDoS protection mechanisms are implemented",Network & Communications Security,Network Controls,yes_no,question,en,[24:1] bbTradedoubler TOM June 2024.pdf,Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Infrastructure Security,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Network & Communications Security"", ""subcategory"": ""Network Controls"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Infrastructure Security"", ""evidence_reference"": ""[24:1] bbTradedoubler TOM June 2024.pdf""}"
QB-0511,"Category: Other / Review Needed. Subcategory: Review Needed. Question: Are the Production and Non-Production environments separated? Answer: Yes, production and non-production environments are strictly separated",Are the Production and Non-Production environments separated?,"Yes, production and non-production environments are strictly separated",Other / Review Needed,Review Needed,yes_no,question,en,bbTradedoubler TOM June 2024.pdf - Section: IT Infrastructure (Page 4),Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Extracted Q&A,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Other / Review Needed"", ""subcategory"": ""Review Needed"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Extracted Q&A"", ""evidence_reference"": ""bbTradedoubler TOM June 2024.pdf - Section: IT Infrastructure (Page 4)""}"
QB-0517,Category: Other / Review Needed. Subcategory: Review Needed. Question: Quels sont les systèmes d'exploitation utilisés? Answer: Linux (Specify Distribution),Quels sont les systèmes d'exploitation utilisés?,Linux (Specify Distribution),Other / Review Needed,Review Needed,mixed,question,fr,Préciser la version,Annexe 4_FR_Security_Review_Questionnaire.xlsm,Applications details,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Other / Review Needed"", ""subcategory"": ""Review Needed"", ""response_type"": ""mixed"", ""item_type"": ""question"", ""language"": ""fr"", ""source_files"": ""Annexe 4_FR_Security_Review_Questionnaire.xlsm"", ""source_sections"": ""Applications details"", ""evidence_reference"": ""Préciser la version""}"
QB-0527,"Category: Secure Development & Change Management. Subcategory: SDLC & Change Control. Question: Are the Production and Non Production environments separated? Answer: Yes, Tradedoubler enforces strict separation between production and non-production environments to minimize security risks and prevent unauthorized access",Are the Production and Non Production environments separated?,"Yes, Tradedoubler enforces strict separation between production and non-production environments to minimize security risks and prevent unauthorized access",Secure Development & Change Management,SDLC & Change Control,yes_no,question,en,bbInformation Security Standard 2024-02-23.pdf - Section: Separation of Environments (Page 10),Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Infrastructure Security,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Secure Development & Change Management"", ""subcategory"": ""SDLC & Change Control"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Infrastructure Security"", ""evidence_reference"": ""bbInformation Security Standard 2024-02-23.pdf - Section: Separation of Environments (Page 10)""}"
QB-0528,"Category: Secure Development & Change Management. Subcategory: SDLC & Change Control. Question: Are the changes approved by the code owner? Answer: Yes, all code changes must be approved by the designated code owner",Are the changes approved by the code owner?,"Yes, all code changes must be approved by the designated code owner",Secure Development & Change Management,SDLC & Change Control,yes_no,question,en,bbTradedoubler TOM June 2024.pdf - Section: Change Management (Page 7),Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Software Development Lifecycle,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Secure Development & Change Management"", ""subcategory"": ""SDLC & Change Control"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Software Development Lifecycle"", ""evidence_reference"": ""bbTradedoubler TOM June 2024.pdf - Section: Change Management (Page 7)""}"
QB-0529,"Category: Secure Development & Change Management. Subcategory: SDLC & Change Control. Question: Are the changes to the code source inventoried with the accountability of the Users? Answer: Yes, all code changes are tracked, and developers are accountable for modifications",Are the changes to the code source inventoried with the accountability of the Users?,"Yes, all code changes are tracked, and developers are accountable for modifications",Secure Development & Change Management,SDLC & Change Control,yes_no,question,en,bbTradedoubler TOM June 2024.pdf - Section: Change Management (Page 7),Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Extracted Q&A; Software Development Lifecycle,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Secure Development & Change Management"", ""subcategory"": ""SDLC & Change Control"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Extracted Q&A; Software Development Lifecycle"", ""evidence_reference"": ""bbTradedoubler TOM June 2024.pdf - Section: Change Management (Page 7)""}"
QB-0531,"Category: Secure Development & Change Management. Subcategory: SDLC & Change Control. Question: Are the outputs encoded properly? Answer: Yes, secure coding practices are followed",Are the outputs encoded properly?,"Yes, secure coding practices are followed",Secure Development & Change Management,SDLC & Change Control,yes_no,question,en,[24:1] bbTradedoubler TOM June 2024.pdf,Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Software Development Lifecycle,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Secure Development & Change Management"", ""subcategory"": ""SDLC & Change Control"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Software Development Lifecycle"", ""evidence_reference"": ""[24:1] bbTradedoubler TOM June 2024.pdf""}"
QB-0583,Category: Secure Development & Change Management. Subcategory: SDLC & Change Control. Question: Is a GitHub repository available? Answer: Private,Is a GitHub repository available?,Private,Secure Development & Change Management,SDLC & Change Control,yes_no,question,en,Url vers le git,Annexe 4_FR_Security_Review_Questionnaire.xlsm,Applications details,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Secure Development & Change Management"", ""subcategory"": ""SDLC & Change Control"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Annexe 4_FR_Security_Review_Questionnaire.xlsm"", ""source_sections"": ""Applications details"", ""evidence_reference"": ""Url vers le git""}"
QB-0587,"Category: Secure Development & Change Management. Subcategory: SDLC & Change Control. Question: Is the code source protected from unauthorized access? Answer: Yes, all access to code repositories is restricted and protected by authentication measures",Is the code source protected from unauthorized access?,"Yes, all access to code repositories is restricted and protected by authentication measures",Secure Development & Change Management,SDLC & Change Control,yes_no,question,en,bbTradedoubler TOM June 2024.pdf - Section: Code Security (Page 7),Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Extracted Q&A; Software Development Lifecycle,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Secure Development & Change Management"", ""subcategory"": ""SDLC & Change Control"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Extracted Q&A; Software Development Lifecycle"", ""evidence_reference"": ""bbTradedoubler TOM June 2024.pdf - Section: Code Security (Page 7)""}"
QB-0588,"Category: Secure Development & Change Management. Subcategory: SDLC & Change Control. Question: Is the code source stored in code repository? Answer: Yes, Tradedoubler maintains secure storage of source code and enforces access control policies to restrict unauthorized modifications or access",Is the code source stored in code repository?,"Yes, Tradedoubler maintains secure storage of source code and enforces access control policies to restrict unauthorized modifications or access",Secure Development & Change Management,SDLC & Change Control,yes_no,question,en,bbInformation Security Standard 2024-02-23-1.pdf - Section: Source Code Management (Page 10),Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Extracted Q&A; Software Development Lifecycle,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Secure Development & Change Management"", ""subcategory"": ""SDLC & Change Control"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Extracted Q&A; Software Development Lifecycle"", ""evidence_reference"": ""bbInformation Security Standard 2024-02-23-1.pdf - Section: Source Code Management (Page 10)""}"
QB-0589,"Category: Secure Development & Change Management. Subcategory: SDLC & Change Control. Question: Is the integrity of the executables protected? Answer: Yes, Tradedoubler follows ISO 27001 security compliance, ensuring integrity through security controls, vulnerability scanning, and penetration testing. Additionally, privileged access control mechanisms are enforced to prevent unauthorized changes to executables",Is the integrity of the executables protected?,"Yes, Tradedoubler follows ISO 27001 security compliance, ensuring integrity through security controls, vulnerability scanning, and penetration testing. Additionally, privileged access control mechanisms are enforced to prevent unauthorized changes to executables",Secure Development & Change Management,SDLC & Change Control,yes_no,question,en,bbInformation Security Standard 2024-02-23-2.pdf - Section: Operations Security - Penetration Tests & Vulnerability Scans (Page 18),Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Software Development Lifecycle,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Secure Development & Change Management"", ""subcategory"": ""SDLC & Change Control"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Software Development Lifecycle"", ""evidence_reference"": ""bbInformation Security Standard 2024-02-23-2.pdf - Section: Operations Security - Penetration Tests & Vulnerability Scans (Page 18)""}"
QB-0590,"Category: Secure Development & Change Management. Subcategory: SDLC & Change Control. Question: Is there any mechanisms for sanitization of users input? Answer: Yes, mechanisms are in place to prevent data injection",Is there any mechanisms for sanitization of users input?,"Yes, mechanisms are in place to prevent data injection",Secure Development & Change Management,SDLC & Change Control,yes_no,question,en,[24:1] bbTradedoubler TOM June 2024.pdf,Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Software Development Lifecycle,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Secure Development & Change Management"", ""subcategory"": ""SDLC & Change Control"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Software Development Lifecycle"", ""evidence_reference"": ""[24:1] bbTradedoubler TOM June 2024.pdf""}"
QB-0595,"Category: Secure Development & Change Management. Subcategory: SDLC & Change Control. Question: The error messages must not be verbose? Answer: Yes, error messages are designed to limit exposed information",The error messages must not be verbose?,"Yes, error messages are designed to limit exposed information",Secure Development & Change Management,SDLC & Change Control,mixed,question,en,[24:1] bbTradedoubler TOM June 2024.pdf,Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Software Development Lifecycle,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Secure Development & Change Management"", ""subcategory"": ""SDLC & Change Control"", ""response_type"": ""mixed"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Software Development Lifecycle"", ""evidence_reference"": ""[24:1] bbTradedoubler TOM June 2024.pdf""}"
QB-0618,"Category: Vulnerability Management & Security Testing. Subcategory: Testing & Remediation. Question: Are the files scanned by antivirus before the upload? Answer: Yes, Tradedoubler requires all laptops to be installed with local firewall and antivirus software, updated daily with the most recent definitions, with real-time protection activated and a scheduled scan performed weekly. While this applies to endpoints, it suggests a security focus that may extend to file uploads. However, no direct reference to scanning uploaded files was found",Are the files scanned by antivirus before the upload?,"Yes, Tradedoubler requires all laptops to be installed with local firewall and antivirus software, updated daily with the most recent definitions, with real-time protection activated and a scheduled scan performed weekly. While this applies to endpoints, it suggests a security focus that may extend to file uploads. However, no direct reference to scanning uploaded files was found",Vulnerability Management & Security Testing,Testing & Remediation,yes_no,question,en,bbTradedoubler TOM June 2024.pdf - Section: Security for Mobile Devices (Page 6),Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Extracted Q&A; Software Development Lifecycle,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Vulnerability Management & Security Testing"", ""subcategory"": ""Testing & Remediation"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Extracted Q&A; Software Development Lifecycle"", ""evidence_reference"": ""bbTradedoubler TOM June 2024.pdf - Section: Security for Mobile Devices (Page 6)""}"
QB-0619,"Category: Vulnerability Management & Security Testing. Subcategory: Testing & Remediation. Question: Are the technical platforms patched? Answer: Yes, regular updates are applied",Are the technical platforms patched?,"Yes, regular updates are applied",Vulnerability Management & Security Testing,Testing & Remediation,yes_no,question,en,[24:4] bbInformation Security Standard 2024-02-23.pdf,Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx,Infrastructure Security,Ready,"{""source_file"": ""RFI  RFP Qs_v1.xlsx"", ""sheet"": ""Sheet1"", ""category"": ""Vulnerability Management & Security Testing"", ""subcategory"": ""Testing & Remediation"", ""response_type"": ""yes_no"", ""item_type"": ""question"", ""language"": ""en"", ""source_files"": ""Tradedoubler - TobeFilledByProvider - BBH- Interne.xlsx"", ""source_sections"": ""Infrastructure Security"", ""evidence_reference"": ""[24:4] bbInformation Security Standard 2024-02-23.pdf""}"
