question_id,content,canonical_question,starter_answer,category,subcategory,response_type,item_type,language,evidence_reference,source_files,source_sections,readiness_status,metadata_json
ATTACH-00051,"oices or we are going to invoice the Client, please proceed with below: 1) Please reply to the Client: “Thank you for your email. Your request is acknowledged and being dealt with. When final invoice has been paid, your personal data incl credit card number will be deleted within 30 days after final payment.” 6. Requests from employees and former employees Requests from data subjects who are employees, former employees or job applicants should be answered by Line Managers/Hiring Manager. You may need assistance from HR HQ, hr.hq@tradedoubler.com.",,,Attached Source Corpus,PDF | Downloads,document_chunk,chunk,en,Requests from data subjects_manual_PP 2021-03-29.pdf - Page 8,Requests from data subjects_manual_PP 2021-03-29.pdf,Page 8,Ready,"{""source_file"": ""Requests from data subjects_manual_PP 2021-03-29.pdf"", ""source_path"": ""C:\\Users\\harcol\\Downloads\\Requests from data subjects_manual_PP 2021-03-29.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 8"", ""unit_index"": 8, ""chunk_index"": 3, ""chunks_in_unit"": 3, ""page"": 8}"
ATTACH-00052,tradedoubler.com All employee and HR related GDPR matters can be found in Handbook GDPR Human Resources.,,,Attached Source Corpus,PDF | Downloads,document_chunk,chunk,en,Requests from data subjects_manual_PP 2021-03-29.pdf - Page 9,Requests from data subjects_manual_PP 2021-03-29.pdf,Page 9,Ready,"{""source_file"": ""Requests from data subjects_manual_PP 2021-03-29.pdf"", ""source_path"": ""C:\\Users\\harcol\\Downloads\\Requests from data subjects_manual_PP 2021-03-29.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 9"", ""unit_index"": 9, ""chunk_index"": 1, ""chunks_in_unit"": 1, ""page"": 9}"
ATTACH-00053,"01.04.2025 Stockholm, Sweden 1 tradedoubler .com Access Right Management Standard Approved by CEO 31 March 2025",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Access Right Management Standard 20250331.pdf - Page 1,Access Right Management Standard 20250331.pdf,Page 1,Ready,"{""source_file"": ""Access Right Management Standard 20250331.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Access Right Management Standard 20250331.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 1"", ""unit_index"": 1, ""chunk_index"": 1, ""chunks_in_unit"": 1, ""page"": 1}"
ATTACH-00054,"01.04.2025 Stockholm, Sweden 2 tradedoubler .com 1. User Management Process User management for employees involves the following three processes: • User creation • Change of position/role • User termination The key players (departments) that are involved in user management process are: • General Manager/Head of Dept/Line Manager General Manager or Head of Dept is the overall responsible person for employees in a country or HQ Dept. A General Manager or Head of Dept can employ, reassign and terminate users. The role can be delegated to Line Managers within a country or HQ Dept. • Business Control and Compliance & Legal Director Compliance & Legal Director is responsible for the insider rules, policies, code for corporate governance etc. Financial access in BI is approved and given firstly by Head of Accounting or secondarily by Compliance & Legal Director . • Second Line Support (SLS) Second Line Support takes care of user administration in production systems (i.e. Spaceport/Guru).",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Access Right Management Standard 20250331.pdf - Page 2,Access Right Management Standard 20250331.pdf,Page 2,Ready,"{""source_file"": ""Access Right Management Standard 20250331.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Access Right Management Standard 20250331.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 2"", ""unit_index"": 2, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 2}"
ATTACH-00055,"nting or secondarily by Compliance & Legal Director . • Second Line Support (SLS) Second Line Support takes care of user administration in production systems (i.e. Spaceport/Guru). • Corporate IT ( CIT) Corporate IT is responsible for Infrastructure and MS operations, Help desk portal and Application support. CIT administers users in internal systems (i.e. Microsoft Entra ID in Microsoft environment) and carries out users and devices administration in IT-systems. • IT Operations IT Operations maintain and control the production systems.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Access Right Management Standard 20250331.pdf - Page 2,Access Right Management Standard 20250331.pdf,Page 2,Ready,"{""source_file"": ""Access Right Management Standard 20250331.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Access Right Management Standard 20250331.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 2"", ""unit_index"": 2, ""chunk_index"": 2, ""chunks_in_unit"": 2, ""page"": 2}"
ATTACH-00056,"01.04.2025 Stockholm, Sweden 3 tradedoubler .com 2 Workflows for User Access Management 2. 1 New User Creation Workflow Following is the workflow when the General Manager , Head of Dept or Line Manager wishes to create a new user . 1. The General Manager/ Head of Dept/ Line Manager must create a user profile in Personio. An automated script creates Microsoft accounts and email address for the new user . then fill in and submit the Request User Creation Form in: User Account Ordering Portal (UAOP) with at least the following information: • Name of the employee (first and last name) • Job Title • T radedoubler company/Business unit • Date of employment • Spaceport/Guru security roles • CRM access required or not 2. Once the “Request User Creation Form” is submitted, approval requests are sent to: a) Local General Manager for local Spaceport/Guru and/or BI access request b) Legal if multi-market Spaceport/Guru and/or BI access is requested. 3. . CRM and BI access are automatically added to the user if requested.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Access Right Management Standard 20250331.pdf - Page 3,Access Right Management Standard 20250331.pdf,Page 3,Ready,"{""source_file"": ""Access Right Management Standard 20250331.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Access Right Management Standard 20250331.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 3"", ""unit_index"": 3, ""chunk_index"": 1, ""chunks_in_unit"": 3, ""page"": 3}"
ATTACH-00057,"ceport/Guru and/or BI access request b) Legal if multi-market Spaceport/Guru and/or BI access is requested. 3. . CRM and BI access are automatically added to the user if requested. Requestor gets the status order delivered in (UAOP) and an email is sent to requestor with the user’s first login details. Some additional settings are manually set via requests in the Help Desk Portal. 4. SLS department starts working on the user creation in Spaceport /Guru and any other required changes in the systems. 5. Once the SLS department completes their tasks regarding the new user creation, they send an email confirming the user creation to the requestor. 6. Access to BI Financials shall be approved by Head of Accounting. If new insider (full access to BI Financials) informs Legal/Internal control by email for updates of permanent insider log book.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Access Right Management Standard 20250331.pdf - Page 3,Access Right Management Standard 20250331.pdf,Page 3,Ready,"{""source_file"": ""Access Right Management Standard 20250331.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Access Right Management Standard 20250331.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 3"", ""unit_index"": 3, ""chunk_index"": 2, ""chunks_in_unit"": 3, ""page"": 3}"
ATTACH-00058,"Financials shall be approved by Head of Accounting. If new insider (full access to BI Financials) informs Legal/Internal control by email for updates of permanent insider log book. During the process, the “Request User Creation” can be in one of the following statuses: • Pending approval: Waiting for the approver of the request to review and approve it (manager, Head of Accounting, Legal, etc.) • Ordered: Request waiting for execution • Delivered: Request fulfilled • Rejected: Approver rejected the request • Cancelled: Cancelled by requester • Expired: Delay expired for the request to be approved However , as a user you will receive an email every time the status changes to the current status.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Access Right Management Standard 20250331.pdf - Page 3,Access Right Management Standard 20250331.pdf,Page 3,Ready,"{""source_file"": ""Access Right Management Standard 20250331.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Access Right Management Standard 20250331.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 3"", ""unit_index"": 3, ""chunk_index"": 3, ""chunks_in_unit"": 3, ""page"": 3}"
ATTACH-00059,"01.04.2025 Stockholm, Sweden 4 tradedoubler .com 2.2 Change of position/role Following is the workflow when the General Manager , Head of Dept or Line Manager wishes to change/update position/role of an existing user . The request is sent to HR for approval. - If approved update Personio Once Personio has been updated, the title is automatically synchronised to Microsoft user. 2.3 User T ermination Workflow Following is the workflow for user accesses when the General Manager or Head of Dept terminates an employee or an employee leaves T radedoubler due to any reason. For a complete termination check list please see link. The General Manager , Head of Dept or Line Manager fills in and submits the “Ending of User Account Form” in (UAOP) with at least the following information: • Name of the employee (first, last name) • Date of termination • Name of: o Person to reconnect CRM records to o Person to reconnect Spaceport records to o Person to forward emails to 1. Once the “Ending of User Account form” is submitted, it gets the status of Submitted. 2.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Access Right Management Standard 20250331.pdf - Page 4,Access Right Management Standard 20250331.pdf,Page 4,Ready,"{""source_file"": ""Access Right Management Standard 20250331.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Access Right Management Standard 20250331.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 4"", ""unit_index"": 4, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 4}"
ATTACH-00060,"CRM records to o Person to reconnect Spaceport records to o Person to forward emails to 1. Once the “Ending of User Account form” is submitted, it gets the status of Submitted. 2. Microsoft account is disable automatically by Personio when the account is deactivated. and SLS department immediately disable the user accounts and starts working on the permanent deletion of user from the Spaceport and other internal systems which when it is done sets the status of the form to Completed. (Note: The CIT and SLS department must permanently delete the user accounts within one month from the last employment date. Disable user in Microsoft Entra are automatically deleted after 1 month). During the process, the “Ending of User Account form” can be in one of the following statuses: • Submitted: When the General Manager or Head of Dept submits the “User T ermination Form” . • Completed: When the user is successfully deleted from all systems. 2.4 Exception from above – BI/SP several/all Regions access Several or ALL markets/regions access in Spaceport/Guru and BI shall be approved by Legal.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Access Right Management Standard 20250331.pdf - Page 4,Access Right Management Standard 20250331.pdf,Page 4,Ready,"{""source_file"": ""Access Right Management Standard 20250331.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Access Right Management Standard 20250331.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 4"", ""unit_index"": 4, ""chunk_index"": 2, ""chunks_in_unit"": 2, ""page"": 4}"
ATTACH-00061,"01.04.2025 Stockholm, Sweden 5 tradedoubler .com 2.5 Exception from above – BI Financial access The below BI accesses shall be approved by Legal: • BIDev – users with this access becomes permanent insiders • BI_Business_Control – users with this access becomes permanent insiders • BI_FINANCIAL_ALL_MARKETS_LIMITED • BI_FINANCIAL_ALL_MARKETS_COVouchers • Compliance & Legal Director will then update the Permanent Insider list as well as inform permanent insiders about T radedoubler´s Insider Policy etc as required by law.. • 2.4 Exception from above – Metapic Onboarding a new employee 1. The hiring managers have to inform the local HR manager (usually only applies in UK, Germany, Sweden) or take care themselves to set up a Personio account as soon as an employment agreement is signed. 2. After setting up the Personio account, the email is automatically created with the following format name.lastname@metapic.com 3. The guide on how to set up the company portal will be sent to the hiring manager or the private email of the new hire before the start date.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Access Right Management Standard 20250331.pdf - Page 5,Access Right Management Standard 20250331.pdf,Page 5,Ready,"{""source_file"": ""Access Right Management Standard 20250331.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Access Right Management Standard 20250331.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 5"", ""unit_index"": 5, ""chunk_index"": 1, ""chunks_in_unit"": 3, ""page"": 5}"
ATTACH-00062,"ing format name.lastname@metapic.com 3. The guide on how to set up the company portal will be sent to the hiring manager or the private email of the new hire before the start date. The manual will not be sent to the new Metapic email of the new hire, because they won't be able to access it before setting up the portal. 4. Y ou do not have to fill in the SelfServie Portal anymore to set up an email. 5. If you have any questions regarding Personio, please reach out to Linnea Castenfors. If you need anything related to company portal, emails and Office365, please reach out to Bruno Duro. 6. Please also take care of the following after the company portal is set up: 1. Access to Admin App & Bitwarden (a.k.a. vault or vaultwarden) --> add support ticket https:/ /metapic.atlassian.net/servicedesk/customer/portal/1 2. Mailchimp and Canva if needed also add that to the support ticket. Offboarding an employee 1.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Access Right Management Standard 20250331.pdf - Page 5,Access Right Management Standard 20250331.pdf,Page 5,Ready,"{""source_file"": ""Access Right Management Standard 20250331.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Access Right Management Standard 20250331.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 5"", ""unit_index"": 5, ""chunk_index"": 2, ""chunks_in_unit"": 3, ""page"": 5}"
ATTACH-00063,"--> add support ticket https:/ /metapic.atlassian.net/servicedesk/customer/portal/1 2. Mailchimp and Canva if needed also add that to the support ticket. Offboarding an employee 1. Remove access to Metapic Admin & vault send in a ticket to https:/ /metapic.atlassian.net/servicedesk/customer/portal/1 with the email address Formaterat: Indrag: Vänster: 3 cm, Ingen numrering",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Access Right Management Standard 20250331.pdf - Page 5,Access Right Management Standard 20250331.pdf,Page 5,Ready,"{""source_file"": ""Access Right Management Standard 20250331.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Access Right Management Standard 20250331.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 5"", ""unit_index"": 5, ""chunk_index"": 3, ""chunks_in_unit"": 3, ""page"": 5}"
ATTACH-00064,"01.04.2025 Stockholm, Sweden 6 tradedoubler .com 2. Fill out for terminating BI / Office365 https:/ /tradedoublergroup.sharepoint.com/sites/localcit/Lists/End%20User%20Accou nt/NewForm.aspx?Source=https%3A%2F%2Ftradedoublergroup.sharepoint.com%2Fsi tes%2Flocalcit%2FSitePages%2FThank-you-for-your-order .aspx",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Access Right Management Standard 20250331.pdf - Page 6,Access Right Management Standard 20250331.pdf,Page 6,Ready,"{""source_file"": ""Access Right Management Standard 20250331.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Access Right Management Standard 20250331.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 6"", ""unit_index"": 6, ""chunk_index"": 1, ""chunks_in_unit"": 1, ""page"": 6}"
ATTACH-00065,"Accounting & Personal Data Policy Approved by CFO 18 May, 2018",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Accounting and Personal Data Policy_2018-05-18.pdf - Page 1,Accounting and Personal Data Policy_2018-05-18.pdf,Page 1,Ready,"{""source_file"": ""Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 1"", ""unit_index"": 1, ""chunk_index"": 1, ""chunks_in_unit"": 1, ""page"": 1}"
ATTACH-00066,1 General This policy describes the handling of payroll and publisher payment data within accounting to be compliant with the new General Data Protection Regulation. The data is collected and stored according to below for bookkeeping purposes. Payroll Payroll data files received via e-mail from Payroll partner should be saved on B/Financials/Salaries which is a folder that is restricted to access only for accountants at SSC in Stockholm. The e-mail received should be deleted when the files have been saved. No sensitive personal data are sent by email or is sent by secure email. Material kept in the folder on B/Financials shall be deleted according to the local rules for how long bookkeeping material has to be stored. If any of the material is printed it has to be stored in a safe place and when not neede d anymore be sorted in the destruction bin for privacy material. No material with personal data is to be stored in a binder.,,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Accounting and Personal Data Policy_2018-05-18.pdf - Page 2,Accounting and Personal Data Policy_2018-05-18.pdf,Page 2,Ready,"{""source_file"": ""Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 2"", ""unit_index"": 2, ""chunk_index"": 1, ""chunks_in_unit"": 3, ""page"": 2}"
ATTACH-00067,"it has to be stored in a safe place and when not neede d anymore be sorted in the destruction bin for privacy material. No material with personal data is to be stored in a binder. Files received for upload in bank for payment should be stored temporarily on desktop, immediately when upload has been made in the bank solution the file should be deleted from the desktop. Destruction The destruction bins are exchanged and emptied once per year by an external party. The exchange of the locks to the destruction bins is supervised by the Office Manager. The external party is the only one with a key to the locks of the destruction bins. No external access to premises where destruction bins are kept. All printed documents including personal data must be thrown in the destruction bins immediately after usage. Printed documents including personal data must never be unattended. Documents including personal data that is temporarily stored on local desktop must be deleted immediately after upload in bank solution.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Accounting and Personal Data Policy_2018-05-18.pdf - Page 2,Accounting and Personal Data Policy_2018-05-18.pdf,Page 2,Ready,"{""source_file"": ""Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 2"", ""unit_index"": 2, ""chunk_index"": 2, ""chunks_in_unit"": 3, ""page"": 2}"
ATTACH-00068,ing personal data must never be unattended. Documents including personal data that is temporarily stored on local desktop must be deleted immediately after upload in bank solution. Publisher payment Publisher payment data that is retrieved in an excel file from Spaceport for bookkeeping should be saved on B/Financials/Affiliate payments which is restricted for access to accountants at SSC in Stockholm only. If any of the files are printed it has to be stored in a safe place and when not needed anymore be sorted in the destruction bin for privacy material according to above No material with personal data is to be stored in a binder or be attached to any internal invoice issued.,,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Accounting and Personal Data Policy_2018-05-18.pdf - Page 2,Accounting and Personal Data Policy_2018-05-18.pdf,Page 2,Ready,"{""source_file"": ""Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 2"", ""unit_index"": 2, ""chunk_index"": 3, ""chunks_in_unit"": 3, ""page"": 2}"
ATTACH-00069,"2 Publisher payment files emailed to local publisher teams for fraud check etc before payments do not contain any sensitive personal data. Third parties Withholding taxes regarding Tradedoubler employees are reported to local tax authorities according to local tax legislation by local payroll partners. Withholding taxes regarding publishers that are natural persons are reported to the Swedish and Norwegian tax authorities according to local tax legislation. The files to the Swedish and Norwegian tax authorities including social security numbers besides name, address and withholding taxes are downloaded by the Database team from Spaceport on a USB stick and then given to respective Accountant at SSC in Stockholm who upload the data in respective Tax Authories´reporting systems. The USB stick shall be stored in a safe place until no further need (confirmation from Tax Authorities ) and then all data on the USB stick should be deleted as soon as possible.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Accounting and Personal Data Policy_2018-05-18.pdf - Page 3,Accounting and Personal Data Policy_2018-05-18.pdf,Page 3,Ready,"{""source_file"": ""Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 3"", ""unit_index"": 3, ""chunk_index"": 1, ""chunks_in_unit"": 3, ""page"": 3}"
ATTACH-00070,. The USB stick shall be stored in a safe place until no further need (confirmation from Tax Authorities ) and then all data on the USB stick should be deleted as soon as possible. Deviations Deviations from the policy above: Tradedoubler Netherlands Payroll data are withdrawn from local payroll partner´s payroll software. Accesses to payroll software are restricted to staff who needs it to perform their duties. Withdrawn data files at SSC to be stored according to section 2. above. Tradedoubler Poland Payroll files from and to local payroll partner are downloaded and uploaded in payroll partner´s document sharing software. Accesses to payroll software are restricted to staff who needs it to perform their duties Payroll files are printed and stored in locked cupboard only accessible to local accountants after recording in bookkeeping and manual update in local bank solution . Tradedoubler Italy Payroll data is kept in payroll system protected by password and with limited access to HR staff at ICS. Local accountant at ICS does not have access to personal data.,,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Accounting and Personal Data Policy_2018-05-18.pdf - Page 3,Accounting and Personal Data Policy_2018-05-18.pdf,Page 3,Ready,"{""source_file"": ""Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 3"", ""unit_index"": 3, ""chunk_index"": 2, ""chunks_in_unit"": 3, ""page"": 3}"
ATTACH-00071,oubler Italy Payroll data is kept in payroll system protected by password and with limited access to HR staff at ICS. Local accountant at ICS does not have access to personal data. Salaries and taxes are booked in lump sums. Salary payments are created by electronic file from payroll software and imported directly in ICS internet banking. The procedure is automatic and not manual. The file is checked by an internal bank software and after payment execution the file is deleted from local server.,,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Accounting and Personal Data Policy_2018-05-18.pdf - Page 3,Accounting and Personal Data Policy_2018-05-18.pdf,Page 3,Ready,"{""source_file"": ""Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 3"", ""unit_index"": 3, ""chunk_index"": 3, ""chunks_in_unit"": 3, ""page"": 3}"
ATTACH-00072,"3 Metapic AB Blogger data are downloaded and uploaded on local Metapic server. Accesses to Metapic´s server are restricted to staff who needs it to perform their duties. Withdrawn data files at SSC to be stored according to section 2. above. Other and requests for data subjects For any questions regarding this Policy or if you suspect or notice non-compliance with this Policy please contact Compliance Responsible at privacy@tradedoubler.com. Questions from data subjects re what personal data we store, extract of stored personal data as well as the right to be forgotten should be addressed to privacy@tradedoubler.com. The right to be forgotten is governed by local bookkeeping laws and audit requirements such as traceability and compliance with tax regulations. Non-compliance with this Policy can render a warning or other disciplinary actions.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,Accounting and Personal Data Policy_2018-05-18.pdf - Page 4,Accounting and Personal Data Policy_2018-05-18.pdf,Page 4,Ready,"{""source_file"": ""Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\Accounting and Personal Data Policy_2018-05-18.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 4"", ""unit_index"": 4, ""chunk_index"": 1, ""chunks_in_unit"": 1, ""page"": 4}"
ATTACH-00073,"27 .05.2025 Stockholm Sweden tradedoubler .com 1 Overview Business Continuity Plan Approved by CEO 26 May 2025 About T radedoubler Established in 1999 in Stockholm by Felix Hagnö and Martin Lorentzon, the co-founder of Spotify, T radedoubler swiftly ascended to become Europe's no. 1 Affiliate Marketing network, listed on the Stockholm Stock Exchange since 2005. Presently, we extend our proprietary Partner Marketing and T ech Solutions across +90 countries, backed by a dedicated team exceeding 350 T radedoublers. While operating on a global scale, our ethos remains deeply rooted in local authenticity and a commitment to people-centric values. More information can be found on www.tradedoubler .com",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,BCP Short Version 2025-05-26.pdf - Page 1,BCP Short Version 2025-05-26.pdf,Page 1,Ready,"{""source_file"": ""BCP Short Version 2025-05-26.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\BCP Short Version 2025-05-26.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 1"", ""unit_index"": 1, ""chunk_index"": 1, ""chunks_in_unit"": 1, ""page"": 1}"
ATTACH-00074,"27 .05.2025 Stockholm Sweden tradedoubler .com 2 1 Overview T radedoubler has a commitment to its advertisers and owners to provide reliable and efficient services. T o fulfil this commitment, T radedoubler has established a Business Continuity Plan (BCP). The BCP contains a series of prepared actions to have at hand in a major crisis for T radedoubler business. These actions are geared toward achieving continuity of business-critical functions through organisational preparations, which includes IT-operations. Therefore, business-critical IT service suppliers are also in scope for the BCP at T radedoubler . The BCP aims to start planning for an alternative solution to ensure continuity for T radedoubler in case of failure of the supplier BCP . Since crisis situations at IT service suppliers can constitute a risk for T radedoubler , T radedoubler’s BCP also aims to aid suppliers in their BCP work. 2 BCP Structure In the event of disaster affecting one of T radedoubler’s IT service providers, the BCP is activated.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,BCP Short Version 2025-05-26.pdf - Page 2,BCP Short Version 2025-05-26.pdf,Page 2,Ready,"{""source_file"": ""BCP Short Version 2025-05-26.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\BCP Short Version 2025-05-26.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 2"", ""unit_index"": 2, ""chunk_index"": 1, ""chunks_in_unit"": 2, ""page"": 2}"
ATTACH-00075,"adedoubler’s BCP also aims to aid suppliers in their BCP work. 2 BCP Structure In the event of disaster affecting one of T radedoubler’s IT service providers, the BCP is activated. The focus for the T radedoubler BCP is prioritisation, communication and organization during a disaster . The BCP is divided into three phases, each phase has defined action points and decisions to be made. Figure 1. Overview of the steps and activities in the Business Continuity Plan",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,BCP Short Version 2025-05-26.pdf - Page 2,BCP Short Version 2025-05-26.pdf,Page 2,Ready,"{""source_file"": ""BCP Short Version 2025-05-26.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\BCP Short Version 2025-05-26.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 2"", ""unit_index"": 2, ""chunk_index"": 2, ""chunks_in_unit"": 2, ""page"": 2}"
ATTACH-00076,"27 .05.2025 Stockholm Sweden tradedoubler .com 3 3 BCP Initial Phase T radedoubler’s BCP is triggered by a disaster notification from a supplier . If the scenario described in the notification fulfils the criteria for a crisis the BCP is triggered, and the Crisis Management T eam are gathered. Their first tasks are to establish contact with the supplier or relevant internal department. An independent damage assessment is performed to assess which services are affected and the extent of the damage. It provides a basis for decisions regarding prioritisations and allocation of resources. The Crisis Management T eam’s responsibility is to coordinate actions and make decisions throughout the business continuity management process. All meetings and decisions during crisis management are documented. 4 BCP Action Phase In the Action Phase, the two main areas of focus are to aid the supplier as much as possible, and to continuously assess and handle the crisis accordingly.",,,Attached Source Corpus,PDF | GDPR related Policies,document_chunk,chunk,en,BCP Short Version 2025-05-26.pdf - Page 3,BCP Short Version 2025-05-26.pdf,Page 3,Ready,"{""source_file"": ""BCP Short Version 2025-05-26.pdf"", ""source_path"": ""C:\\Users\\harcol\\Embeddings\\tmp\\bulk_ingest\\zip0\\GDPR related Policies\\BCP Short Version 2025-05-26.pdf"", ""source_type"": ""pdf"", ""unit_label"": ""Page 3"", ""unit_index"": 3, ""chunk_index"": 1, ""chunks_in_unit"": 3, ""page"": 3}"
